country,date,accumulated_confirmed,increase_of_confirmed
Gabon,2020-03-18,1,0
Gabon,2020-03-19,1,0
Gabon,2020-03-20,3,2
Gabon,2020-03-21,4,1
Gabon,2020-03-22,5,1
Gabon,2020-03-23,5,0
Gabon,2020-03-24,6,1
Gabon,2020-03-25,6,0
Gabon,2020-03-26,7,1
Gabon,2020-03-27,7,0
Gambia,2020-03-01,0,0
Gambia,2020-03-02,0,0
Gambia,2020-03-03,0,0
Gambia,2020-03-04,0,0
Gambia,2020-03-05,0,0
Gambia,2020-03-06,0,0
Gambia,2020-03-07,0,0
Gambia,2020-03-08,0,0
Gambia,2020-03-09,0,0
Gambia,2020-03-10,0,0
Gambia,2020-03-11,0,0
Gambia,2020-03-12,0,0
Gambia,2020-03-13,0,0
Gambia,2020-03-14,0,0
Gambia,2020-03-15,0,0
Gambia,2020-03-16,0,0
Gambia,2020-03-17,1,1
Gambia,2020-03-18,1,0
Gambia,2020-03-19,1,0
Gambia,2020-03-20,1,0
Gambia,2020-03-21,1,0
Gambia,2020-03-22,1,0
Gambia,2020-03-23,2,1
Gambia,2020-03-24,3,1
Gambia,2020-03-25,3,0
Gambia,2020-03-26,3,0
Gambia,2020-03-27,3,0
Georgia,2020-03-01,3,0
Georgia,2020-03-02,3,0
Georgia,2020-03-03,3,0
Georgia,2020-03-04,3,0
Georgia,2020-03-05,4,1
Georgia,2020-03-06,4,0
Georgia,2020-03-07,4,0
Georgia,2020-03-08,13,9
Georgia,2020-03-09,15,2
Georgia,2020-03-10,15,0
Georgia,2020-03-11,24,9
Georgia,2020-03-12,24,0
Georgia,2020-03-13,25,1
Georgia,2020-03-14,30,5
Georgia,2020-03-15,33,3
Georgia,2020-03-16,33,0
Georgia,2020-03-17,34,1
Georgia,2020-03-18,38,4
Georgia,2020-03-19,40,2
Georgia,2020-03-20,43,3
Georgia,2020-03-21,49,6
Georgia,2020-03-22,54,5
Georgia,2020-03-23,61,7
Georgia,2020-03-24,70,9
Georgia,2020-03-25,75,5
Georgia,2020-03-26,79,4
Georgia,2020-03-27,83,4
Germany,2020-03-01,130,0
Germany,2020-03-02,159,29
Germany,2020-03-03,196,37
Germany,2020-03-04,262,66
Germany,2020-03-05,482,220
Germany,2020-03-06,670,188
Germany,2020-03-07,799,129
Germany,2020-03-08,1040,241
Germany,2020-03-09,1176,136
Germany,2020-03-10,1457,281
Germany,2020-03-11,1908,451
Germany,2020-03-12,2078,170
Germany,2020-03-13,3675,1597
Germany,2020-03-14,4585,910
Germany,2020-03-15,5795,1210
Germany,2020-03-16,7272,1477
Germany,2020-03-17,9257,1985
Germany,2020-03-18,12327,3070
Germany,2020-03-19,15320,2993
Germany,2020-03-20,19848,4528
Germany,2020-03-21,22213,2365
Germany,2020-03-22,24873,2660
Germany,2020-03-23,29056,4183
Germany,2020-03-24,32986,3930
Germany,2020-03-25,37323,4337
Germany,2020-03-26,43938,6615
Germany,2020-03-27,50871,6933
Ghana,2020-03-01,0,0
Ghana,2020-03-02,0,0
Ghana,2020-03-03,0,0
Ghana,2020-03-04,0,0
Ghana,2020-03-05,0,0
Ghana,2020-03-06,0,0
Ghana,2020-03-07,0,0
Ghana,2020-03-08,0,0
Ghana,2020-03-09,0,0
Ghana,2020-03-10,0,0
Ghana,2020-03-11,0,0
Ghana,2020-03-12,0,0
Ghana,2020-03-13,0,0
Ghana,2020-03-14,3,3
Ghana,2020-03-15,6,3
Ghana,2020-03-16,6,0
Ghana,2020-03-17,7,1
Ghana,2020-03-18,7,0
Ghana,2020-03-19,11,4
Ghana,2020-03-20,16,5
Ghana,2020-03-21,19,3
Ghana,2020-03-22,23,4
Ghana,2020-03-23,27,4
Ghana,2020-03-24,53,26
Ghana,2020-03-25,93,40
Ghana,2020-03-26,132,39
Ghana,2020-03-27,137,5
Greece,2020-03-01,7,0
Greece,2020-03-02,7,0
Greece,2020-03-03,7,0
Greece,2020-03-04,9,2
Greece,2020-03-05,31,22
Greece,2020-03-06,45,14
Greece,2020-03-07,46,1
Greece,2020-03-08,73,27
Greece,2020-03-09,73,0
Greece,2020-03-10,89,16
Greece,2020-03-11,99,10
Greece,2020-03-12,99,0
Greece,2020-03-13,190,91
Greece,2020-03-14,228,38
Greece,2020-03-15,331,103
Greece,2020-03-16,331,0
Greece,2020-03-17,387,56
Greece,2020-03-18,418,31
Greece,2020-03-19,418,0
Greece,2020-03-20,495,77
Greece,2020-03-21,530,35
Greece,2020-03-22,624,94
Greece,2020-03-23,695,71
Greece,2020-03-24,743,48
Greece,2020-03-25,821,78
Greece,2020-03-26,892,71
Greece,2020-03-27,966,74
Grenada,2020-03-01,0,0
Grenada,2020-03-02,0,0
Grenada,2020-03-03,0,0
Grenada,2020-03-04,0,0
Grenada,2020-03-05,0,0
Grenada,2020-03-06,0,0
Grenada,2020-03-07,0,0
Grenada,2020-03-08,0,0
Grenada,2020-03-09,0,0
Grenada,2020-03-10,0,0
Grenada,2020-03-11,0,0
Grenada,2020-03-12,0,0
Grenada,2020-03-13,0,0
Grenada,2020-03-14,0,0
Grenada,2020-03-15,0,0
Grenada,2020-03-16,0,0
Grenada,2020-03-17,0,0
Grenada,2020-03-18,0,0
Grenada,2020-03-19,0,0
Grenada,2020-03-20,0,0
Grenada,2020-03-21,0,0
Grenada,2020-03-22,1,1
Grenada,2020-03-23,1,0
Grenada,2020-03-24,1,0
Grenada,2020-03-25,1,0
Grenada,2020-03-26,7,6
Grenada,2020-03-27,7,0
Guatemala,2020-03-01,0,0
Guatemala,2020-03-02,0,0
Guatemala,2020-03-03,0,0
Guatemala,2020-03-04,0,0
Guatemala,2020-03-05,0,0
Guatemala,2020-03-06,0,0
Guatemala,2020-03-07,0,0
Guatemala,2020-03-08,0,0
Guatemala,2020-03-09,0,0
Guatemala,2020-03-10,0,0
Guatemala,2020-03-11,0,0
Guatemala,2020-03-12,0,0
Guatemala,2020-03-13,0,0
Guatemala,2020-03-14,1,1
Guatemala,2020-03-15,1,0
Guatemala,2020-03-16,2,1
Guatemala,2020-03-17,6,4
Guatemala,2020-03-18,6,0
Guatemala,2020-03-19,9,3
Guatemala,2020-03-20,12,3
Guatemala,2020-03-21,17,5
Guatemala,2020-03-22,19,2
Guatemala,2020-03-23,20,1
Guatemala,2020-03-24,21,1
Guatemala,2020-03-25,24,3
Guatemala,2020-03-26,25,1
Guatemala,2020-03-27,28,3
Guinea,2020-03-01,0,0
Guinea,2020-03-02,0,0
Guinea,2020-03-03,0,0
Guinea,2020-03-04,0,0
Guinea,2020-03-05,0,0
Guinea,2020-03-06,0,0
Guinea,2020-03-07,0,0
Guinea,2020-03-08,0,0
Guinea,2020-03-09,0,0
Guinea,2020-03-10,0,0
Guinea,2020-03-11,0,0
Guinea,2020-03-12,0,0
Guinea,2020-03-13,1,1
Guinea,2020-03-14,1,0
Guinea,2020-03-15,1,0
Guinea,2020-03-16,1,0
Guinea,2020-03-17,1,0
Guinea,2020-03-18,1,0
Guinea,2020-03-19,1,0
Guinea,2020-03-20,1,0
Guinea,2020-03-21,2,1
Guinea,2020-03-22,2,0
Guinea,2020-03-23,4,2
Guinea,2020-03-24,4,0
Guinea,2020-03-25,4,0
Guinea,2020-03-26,4,0
Guinea,2020-03-27,8,4
Guinea-Bissau,2020-03-01,0,0
Guinea-Bissau,2020-03-02,0,0
Guinea-Bissau,2020-03-03,0,0
Guinea-Bissau,2020-03-04,0,0
Guinea-Bissau,2020-03-05,0,0
Guinea-Bissau,2020-03-06,0,0
Guinea-Bissau,2020-03-07,0,0
Guinea-Bissau,2020-03-08,0,0
Guinea-Bissau,2020-03-09,0,0
Guinea-Bissau,2020-03-10,0,0
Guinea-Bissau,2020-03-11,0,0
Guinea-Bissau,2020-03-12,0,0
Guinea-Bissau,2020-03-13,0,0
Guinea-Bissau,2020-03-14,0,0
Guinea-Bissau,2020-03-15,0,0
Guinea-Bissau,2020-03-16,0,0
Guinea-Bissau,2020-03-17,0,0
Guinea-Bissau,2020-03-18,0,0
Guinea-Bissau,2020-03-19,0,0
Guinea-Bissau,2020-03-20,0,0
Guinea-Bissau,2020-03-21,0,0
Guinea-Bissau,2020-03-22,0,0
Guinea-Bissau,2020-03-23,0,0
Guinea-Bissau,2020-03-24,0,0
Guinea-Bissau,2020-03-25,2,2
Guinea-Bissau,2020-03-26,2,0
Guinea-Bissau,2020-03-27,2,0
Guyana,2020-03-01,0,0
Guyana,2020-03-02,0,0
Guyana,2020-03-03,0,0
Guyana,2020-03-04,0,0
Guyana,2020-03-05,0,0
Guyana,2020-03-06,0,0
Guyana,2020-03-07,0,0
Guyana,2020-03-08,0,0
Guyana,2020-03-09,0,0
Guyana,2020-03-10,0,0
Guyana,2020-03-11,0,0
Guyana,2020-03-12,1,1
Guyana,2020-03-13,1,0
Guyana,2020-03-14,1,0
Guyana,2020-03-15,4,3
Guyana,2020-03-16,4,0
Guyana,2020-03-17,7,3
Guyana,2020-03-18,7,0
Guyana,2020-03-19,7,0
Guyana,2020-03-20,7,0
Guyana,2020-03-21,7,0
Guyana,2020-03-22,19,12
Guyana,2020-03-23,20,1
Guyana,2020-03-24,5,-15
Guyana,2020-03-25,5,0
Guyana,2020-03-26,5,0
Guyana,2020-03-27,5,0
Haiti,2020-03-01,0,0
Haiti,2020-03-02,0,0
Haiti,2020-03-03,0,0
Haiti,2020-03-04,0,0
Haiti,2020-03-05,0,0
Haiti,2020-03-06,0,0
Haiti,2020-03-07,0,0
Haiti,2020-03-08,0,0
Haiti,2020-03-09,0,0
Haiti,2020-03-10,0,0
Haiti,2020-03-11,0,0
Haiti,2020-03-12,0,0
Haiti,2020-03-13,0,0
Haiti,2020-03-14,0,0
Haiti,2020-03-15,0,0
Haiti,2020-03-16,0,0
Haiti,2020-03-17,0,0
Haiti,2020-03-18,0,0
Haiti,2020-03-19,0,0
Haiti,2020-03-20,2,2
Haiti,2020-03-21,2,0
Haiti,2020-03-22,2,0
Haiti,2020-03-23,6,4
Haiti,2020-03-24,7,1
Haiti,2020-03-25,8,1
Haiti,2020-03-26,8,0
Haiti,2020-03-27,8,0
Holy See,2020-03-01,0,0
Holy See,2020-03-02,0,0
Holy See,2020-03-03,0,0
Holy See,2020-03-04,0,0
Holy See,2020-03-05,0,0
Holy See,2020-03-06,1,1
Holy See,2020-03-07,1,0
Holy See,2020-03-08,1,0
Holy See,2020-03-09,1,0
Holy See,2020-03-10,1,0
Holy See,2020-03-11,1,0
Holy See,2020-03-12,1,0
Holy See,2020-03-13,1,0
Holy See,2020-03-14,1,0
Holy See,2020-03-15,1,0
Holy See,2020-03-16,1,0
Holy See,2020-03-17,1,0
Holy See,2020-03-18,1,0
Holy See,2020-03-19,1,0
Holy See,2020-03-20,1,0
Holy See,2020-03-21,1,0
Holy See,2020-03-22,1,0
Holy See,2020-03-23,1,0
Holy See,2020-03-24,4,3
Holy See,2020-03-25,4,0
Holy See,2020-03-26,4,0
Holy See,2020-03-27,4,0
Honduras,2020-03-01,0,0
Honduras,2020-03-02,0,0
Honduras,2020-03-03,0,0
Honduras,2020-03-04,0,0
Honduras,2020-03-05,0,0
Honduras,2020-03-06,0,0
Honduras,2020-03-07,0,0
Honduras,2020-03-08,0,0
Honduras,2020-03-09,0,0
Honduras,2020-03-10,0,0
Honduras,2020-03-11,2,2
Honduras,2020-03-12,2,0
Honduras,2020-03-13,2,0
Honduras,2020-03-14,2,0
Honduras,2020-03-15,3,1
Honduras,2020-03-16,6,3
Honduras,2020-03-17,8,2
Honduras,2020-03-18,9,1
Honduras,2020-03-19,12,3
Honduras,2020-03-20,24,12
Honduras,2020-03-21,24,0
Honduras,2020-03-22,26,2
Honduras,2020-03-23,30,4
Honduras,2020-03-24,30,0
Honduras,2020-03-25,36,6
Honduras,2020-03-26,52,16
Honduras,2020-03-27,68,16
Hungary,2020-03-01,0,0
Hungary,2020-03-02,0,0
Hungary,2020-03-03,0,0
Hungary,2020-03-04,2,2
Hungary,2020-03-05,2,0
Hungary,2020-03-06,2,0
Hungary,2020-03-07,4,2
Hungary,2020-03-08,7,3
Hungary,2020-03-09,9,2
Hungary,2020-03-10,9,0
Hungary,2020-03-11,13,4
Hungary,2020-03-12,13,0
Hungary,2020-03-13,19,6
Hungary,2020-03-14,30,11
Hungary,2020-03-15,32,2
Hungary,2020-03-16,39,7
Hungary,2020-03-17,50,11
Hungary,2020-03-18,58,8
Hungary,2020-03-19,73,15
Hungary,2020-03-20,85,12
Hungary,2020-03-21,103,18
Hungary,2020-03-22,131,28
Hungary,2020-03-23,167,36
Hungary,2020-03-24,187,20
Hungary,2020-03-25,226,39
Hungary,2020-03-26,261,35
Hungary,2020-03-27,300,39
Iceland,2020-03-01,3,0
Iceland,2020-03-02,6,3
Iceland,2020-03-03,11,5
Iceland,2020-03-04,26,15
Iceland,2020-03-05,34,8
Iceland,2020-03-06,43,9
Iceland,2020-03-07,50,7
Iceland,2020-03-08,50,0
Iceland,2020-03-09,58,8
Iceland,2020-03-10,69,11
Iceland,2020-03-11,85,16
Iceland,2020-03-12,103,18
Iceland,2020-03-13,134,31
Iceland,2020-03-14,156,22
Iceland,2020-03-15,171,15
Iceland,2020-03-16,180,9
Iceland,2020-03-17,220,40
Iceland,2020-03-18,250,30
Iceland,2020-03-19,330,80
Iceland,2020-03-20,409,79
Iceland,2020-03-21,473,64
Iceland,2020-03-22,568,95
Iceland,2020-03-23,588,20
Iceland,2020-03-24,648,60
Iceland,2020-03-25,737,89
Iceland,2020-03-26,802,65
Iceland,2020-03-27,890,88
India,2020-03-01,3,0
India,2020-03-02,5,2
India,2020-03-03,5,0
India,2020-03-04,28,23
India,2020-03-05,30,2
India,2020-03-06,31,1
India,2020-03-07,34,3
India,2020-03-08,39,5
India,2020-03-09,43,4
India,2020-03-10,56,13
India,2020-03-11,62,6
India,2020-03-12,73,11
India,2020-03-13,82,9
India,2020-03-14,102,20
India,2020-03-15,113,11
India,2020-03-16,119,6
India,2020-03-17,142,23
India,2020-03-18,156,14
India,2020-03-19,194,38
India,2020-03-20,244,50
India,2020-03-21,330,86
India,2020-03-22,396,66
India,2020-03-23,499,103
India,2020-03-24,536,37
India,2020-03-25,657,121
India,2020-03-26,727,70
India,2020-03-27,887,160
Indonesia,2020-03-01,0,0
Indonesia,2020-03-02,2,2
Indonesia,2020-03-03,2,0
Indonesia,2020-03-04,2,0
Indonesia,2020-03-05,2,0
Indonesia,2020-03-06,4,2
Indonesia,2020-03-07,4,0
Indonesia,2020-03-08,6,2
Indonesia,2020-03-09,19,13
Indonesia,2020-03-10,27,8
Indonesia,2020-03-11,34,7
Indonesia,2020-03-12,34,0
Indonesia,2020-03-13,69,35
Indonesia,2020-03-14,96,27
Indonesia,2020-03-15,117,21
Indonesia,2020-03-16,134,17
Indonesia,2020-03-17,172,38
Indonesia,2020-03-18,227,55
Indonesia,2020-03-19,311,84
Indonesia,2020-03-20,369,58
Indonesia,2020-03-21,450,81
Indonesia,2020-03-22,514,64
Indonesia,2020-03-23,579,65
Indonesia,2020-03-24,686,107
Indonesia,2020-03-25,790,104
Indonesia,2020-03-26,893,103
Indonesia,2020-03-27,1046,153
Iran,2020-03-01,978,0
Iran,2020-03-02,1501,523
Iran,2020-03-03,2336,835
Iran,2020-03-04,2922,586
Iran,2020-03-05,3513,591
Iran,2020-03-06,4747,1234
Iran,2020-03-07,5823,1076
Iran,2020-03-08,6566,743
Iran,2020-03-09,7161,595
Iran,2020-03-10,8042,881
Iran,2020-03-11,9000,958
Iran,2020-03-12,10075,1075
Iran,2020-03-13,11364,1289
Iran,2020-03-14,12729,1365
Iran,2020-03-15,13938,1209
Iran,2020-03-16,14991,1053
Iran,2020-03-17,16169,1178
Iran,2020-03-18,17361,1192
Iran,2020-03-19,18407,1046
Iran,2020-03-20,19644,1237
Iran,2020-03-21,20610,966
Iran,2020-03-22,21638,1028
Iran,2020-03-23,23049,1411
Iran,2020-03-24,24811,1762
Iran,2020-03-25,27017,2206
Iran,2020-03-26,29406,2389
Iran,2020-03-27,32332,2926
Iraq,2020-03-01,19,0
Iraq,2020-03-02,26,7
Iraq,2020-03-03,32,6
Iraq,2020-03-04,35,3
Iraq,2020-03-05,35,0
Iraq,2020-03-06,40,5
Iraq,2020-03-07,54,14
Iraq,2020-03-08,60,6
Iraq,2020-03-09,60,0
Iraq,2020-03-10,71,11
Iraq,2020-03-11,71,0
Iraq,2020-03-12,71,0
Iraq,2020-03-13,101,30
Iraq,2020-03-14,110,9
Iraq,2020-03-15,116,6
Iraq,2020-03-16,124,8
Iraq,2020-03-17,154,30
Iraq,2020-03-18,164,10
Iraq,2020-03-19,192,28
Iraq,2020-03-20,208,16
Iraq,2020-03-21,214,6
Iraq,2020-03-22,233,19
Iraq,2020-03-23,266,33
Iraq,2020-03-24,316,50
Iraq,2020-03-25,346,30
Iraq,2020-03-26,382,36
Iraq,2020-03-27,458,76
Ireland,2020-03-01,1,0
Ireland,2020-03-02,1,0
Ireland,2020-03-03,2,1
Ireland,2020-03-04,6,4
Ireland,2020-03-05,6,0
Ireland,2020-03-06,18,12
Ireland,2020-03-07,18,0
Ireland,2020-03-08,19,1
Ireland,2020-03-09,21,2
Ireland,2020-03-10,34,13
Ireland,2020-03-11,43,9
Ireland,2020-03-12,43,0
Ireland,2020-03-13,90,47
Ireland,2020-03-14,129,39
Ireland,2020-03-15,129,0
Ireland,2020-03-16,169,40
Ireland,2020-03-17,223,54
Ireland,2020-03-18,292,69
Ireland,2020-03-19,557,265
Ireland,2020-03-20,683,126
Ireland,2020-03-21,785,102
Ireland,2020-03-22,906,121
Ireland,2020-03-23,1125,219
Ireland,2020-03-24,1329,204
Ireland,2020-03-25,1564,235
Ireland,2020-03-26,1819,255
Ireland,2020-03-27,2121,302
Israel,2020-03-01,10,0
Israel,2020-03-02,10,0
Israel,2020-03-03,12,2
Israel,2020-03-04,15,3
Israel,2020-03-05,20,5
Israel,2020-03-06,37,17
Israel,2020-03-07,43,6
Israel,2020-03-08,61,18
Israel,2020-03-09,61,0
Israel,2020-03-10,75,14
Israel,2020-03-11,79,4
Israel,2020-03-12,100,21
Israel,2020-03-13,126,26
Israel,2020-03-14,155,29
Israel,2020-03-15,213,58
Israel,2020-03-16,218,5
Israel,2020-03-17,250,32
Israel,2020-03-18,304,54
Israel,2020-03-19,427,123
Israel,2020-03-20,529,102
Israel,2020-03-21,712,183
Israel,2020-03-22,883,171
Israel,2020-03-23,1071,188
Israel,2020-03-24,1238,167
Israel,2020-03-25,2369,1131
Israel,2020-03-26,2693,324
Israel,2020-03-27,3035,342
Italy,2020-03-01,1694,0
Italy,2020-03-02,2036,342
Italy,2020-03-03,2502,466
Italy,2020-03-04,3089,587
Italy,2020-03-05,3858,769
Italy,2020-03-06,4636,778
Italy,2020-03-07,5883,1247
Italy,2020-03-08,7375,1492
Italy,2020-03-09,9172,1797
Italy,2020-03-10,10149,977
Italy,2020-03-11,12462,2313
Italy,2020-03-12,12462,0
Italy,2020-03-13,17660,5198
Italy,2020-03-14,21157,3497
Italy,2020-03-15,24747,3590
Italy,2020-03-16,27980,3233
Italy,2020-03-17,31506,3526
Italy,2020-03-18,35713,4207
Italy,2020-03-19,41035,5322
Italy,2020-03-20,47021,5986
Italy,2020-03-21,53578,6557
Italy,2020-03-22,59138,5560
Italy,2020-03-23,63927,4789
Italy,2020-03-24,69176,5249
Italy,2020-03-25,74386,5210
Italy,2020-03-26,80589,6203
Italy,2020-03-27,86498,5909
Jamaica,2020-03-01,0,0
Jamaica,2020-03-02,0,0
Jamaica,2020-03-03,0,0
Jamaica,2020-03-04,0,0
Jamaica,2020-03-05,0,0
Jamaica,2020-03-06,0,0
Jamaica,2020-03-07,0,0
Jamaica,2020-03-08,0,0
Jamaica,2020-03-09,0,0
Jamaica,2020-03-10,0,0
Jamaica,2020-03-11,1,1
Jamaica,2020-03-12,2,1
Jamaica,2020-03-13,8,6
Jamaica,2020-03-14,8,0
Jamaica,2020-03-15,10,2
Jamaica,2020-03-16,10,0
Jamaica,2020-03-17,12,2
Jamaica,2020-03-18,13,1
Jamaica,2020-03-19,15,2
Jamaica,2020-03-20,16,1
Jamaica,2020-03-21,16,0
Jamaica,2020-03-22,19,3
Jamaica,2020-03-23,19,0
Jamaica,2020-03-24,21,2
Jamaica,2020-03-25,26,5
Jamaica,2020-03-26,26,0
Jamaica,2020-03-27,26,0
Japan,2020-03-01,256,0
Japan,2020-03-02,274,18
Japan,2020-03-03,293,19
Japan,2020-03-04,331,38
Japan,2020-03-05,360,29
Japan,2020-03-06,420,60
Japan,2020-03-07,461,41
Japan,2020-03-08,502,41
Japan,2020-03-09,511,9
Japan,2020-03-10,581,70
Japan,2020-03-11,639,58
Japan,2020-03-12,639,0
Japan,2020-03-13,701,62
Japan,2020-03-14,773,72
Japan,2020-03-15,839,66
Japan,2020-03-16,839,0
Japan,2020-03-17,878,39
Japan,2020-03-18,889,11
Japan,2020-03-19,924,35
Japan,2020-03-20,963,39
Japan,2020-03-21,1007,44
Japan,2020-03-22,1101,94
Japan,2020-03-23,1128,27
Japan,2020-03-24,1193,65
Japan,2020-03-25,1307,114
Japan,2020-03-26,1387,80
Japan,2020-03-27,1468,81
Jordan,2020-03-01,0,0
Jordan,2020-03-02,0,0
Jordan,2020-03-03,1,1
Jordan,2020-03-04,1,0
Jordan,2020-03-05,1,0
Jordan,2020-03-06,1,0
Jordan,2020-03-07,1,0
Jordan,2020-03-08,1,0
Jordan,2020-03-09,1,0
Jordan,2020-03-10,1,0
Jordan,2020-03-11,1,0
Jordan,2020-03-12,1,0
Jordan,2020-03-13,1,0
Jordan,2020-03-14,1,0
Jordan,2020-03-15,8,7
Jordan,2020-03-16,17,9
Jordan,2020-03-17,34,17
Jordan,2020-03-18,52,18
Jordan,2020-03-19,69,17
Jordan,2020-03-20,85,16
Jordan,2020-03-21,85,0
Jordan,2020-03-22,112,27
Jordan,2020-03-23,127,15
Jordan,2020-03-24,154,27
Jordan,2020-03-25,172,18
Jordan,2020-03-26,212,40
Jordan,2020-03-27,235,23
Kazakhstan,2020-03-01,0,0
Kazakhstan,2020-03-02,0,0
Kazakhstan,2020-03-03,0,0
Kazakhstan,2020-03-04,0,0
Kazakhstan,2020-03-05,0,0
Kazakhstan,2020-03-06,0,0
Kazakhstan,2020-03-07,0,0
Kazakhstan,2020-03-08,0,0
Kazakhstan,2020-03-09,0,0
Kazakhstan,2020-03-10,0,0
Kazakhstan,2020-03-11,0,0
Kazakhstan,2020-03-12,0,0
Kazakhstan,2020-03-13,4,4
Kazakhstan,2020-03-14,6,2
Kazakhstan,2020-03-15,9,3
Kazakhstan,2020-03-16,10,1
Kazakhstan,2020-03-17,33,23
Kazakhstan,2020-03-18,35,2
Kazakhstan,2020-03-19,44,9
Kazakhstan,2020-03-20,49,5
Kazakhstan,2020-03-21,53,4
Kazakhstan,2020-03-22,60,7
Kazakhstan,2020-03-23,62,2
Kazakhstan,2020-03-24,72,10
Kazakhstan,2020-03-25,81,9
Kazakhstan,2020-03-26,111,30
Kazakhstan,2020-03-27,150,39
Kenya,2020-03-01,0,0
Kenya,2020-03-02,0,0
Kenya,2020-03-03,0,0
Kenya,2020-03-04,0,0
Kenya,2020-03-05,0,0
Kenya,2020-03-06,0,0
Kenya,2020-03-07,0,0
Kenya,2020-03-08,0,0
Kenya,2020-03-09,0,0
Kenya,2020-03-10,0,0
Kenya,2020-03-11,0,0
Kenya,2020-03-12,0,0
Kenya,2020-03-13,1,1
Kenya,2020-03-14,1,0
Kenya,2020-03-15,3,2
Kenya,2020-03-16,3,0
Kenya,2020-03-17,3,0
Kenya,2020-03-18,3,0
Kenya,2020-03-19,7,4
Kenya,2020-03-20,7,0
Kenya,2020-03-21,7,0
Kenya,2020-03-22,15,8
Kenya,2020-03-23,16,1
Kenya,2020-03-24,25,9
Kenya,2020-03-25,28,3
Kenya,2020-03-26,31,3
Kenya,2020-03-27,31,0
"Korea, South",2020-03-01,3736,0
"Korea, South",2020-03-02,4335,599
"Korea, South",2020-03-03,5186,851
"Korea, South",2020-03-04,5621,435
"Korea, South",2020-03-05,6088,467
"Korea, South",2020-03-06,6593,505
"Korea, South",2020-03-07,7041,448
"Korea, South",2020-03-08,7314,273
"Korea, South",2020-03-09,7478,164
"Korea, South",2020-03-10,7513,35
"Korea, South",2020-03-11,7755,242
"Korea, South",2020-03-12,7869,114
"Korea, South",2020-03-13,7979,110
"Korea, South",2020-03-14,8086,107
"Korea, South",2020-03-15,8162,76
"Korea, South",2020-03-16,8236,74
"Korea, South",2020-03-17,8320,84
"Korea, South",2020-03-18,8413,93
"Korea, South",2020-03-19,8565,152
"Korea, South",2020-03-20,8652,87
"Korea, South",2020-03-21,8799,147
"Korea, South",2020-03-22,8961,162
"Korea, South",2020-03-23,8961,0
"Korea, South",2020-03-24,9037,76
"Korea, South",2020-03-25,9137,100
"Korea, South",2020-03-26,9241,104
"Korea, South",2020-03-27,9332,91
Kosovo,2020-03-01,0,0
Kosovo,2020-03-02,0,0
Kosovo,2020-03-03,0,0
Kosovo,2020-03-04,0,0
Kosovo,2020-03-05,0,0
Kosovo,2020-03-06,0,0
Kosovo,2020-03-07,0,0
Kosovo,2020-03-08,0,0
Kosovo,2020-03-09,0,0
Kosovo,2020-03-10,0,0
Kosovo,2020-03-11,0,0
Kosovo,2020-03-12,0,0
Kosovo,2020-03-13,0,0
Kosovo,2020-03-14,0,0
Kosovo,2020-03-15,0,0
Kosovo,2020-03-16,0,0
Kosovo,2020-03-17,0,0
Kosovo,2020-03-18,0,0
Kosovo,2020-03-19,0,0
Kosovo,2020-03-20,0,0
Kosovo,2020-03-21,0,0
Kosovo,2020-03-22,0,0
Kosovo,2020-03-23,0,0
Kosovo,2020-03-24,0,0
Kosovo,2020-03-25,0,0
Kosovo,2020-03-26,71,71
Kosovo,2020-03-27,86,15
Kuwait,2020-03-01,45,0
Kuwait,2020-03-02,56,11
Kuwait,2020-03-03,56,0
Kuwait,2020-03-04,56,0
Kuwait,2020-03-05,58,2
Kuwait,2020-03-06,58,0
Kuwait,2020-03-07,61,3
Kuwait,2020-03-08,64,3
Kuwait,2020-03-09,64,0
Kuwait,2020-03-10,69,5
Kuwait,2020-03-11,72,3
Kuwait,2020-03-12,80,8
Kuwait,2020-03-13,80,0
Kuwait,2020-03-14,104,24
Kuwait,2020-03-15,112,8
Kuwait,2020-03-16,123,11
Kuwait,2020-03-17,130,7
Kuwait,2020-03-18,142,12
Kuwait,2020-03-19,148,6
Kuwait,2020-03-20,159,11
Kuwait,2020-03-21,176,17
Kuwait,2020-03-22,188,12
Kuwait,2020-03-23,189,1
Kuwait,2020-03-24,191,2
Kuwait,2020-03-25,195,4
Kuwait,2020-03-26,208,13
Kuwait,2020-03-27,225,17
Kyrgyzstan,2020-03-01,0,0
Kyrgyzstan,2020-03-02,0,0
Kyrgyzstan,2020-03-03,0,0
Kyrgyzstan,2020-03-04,0,0
Kyrgyzstan,2020-03-05,0,0
Kyrgyzstan,2020-03-06,0,0
Kyrgyzstan,2020-03-07,0,0
Kyrgyzstan,2020-03-08,0,0
Kyrgyzstan,2020-03-09,0,0
Kyrgyzstan,2020-03-10,0,0
Kyrgyzstan,2020-03-11,0,0
Kyrgyzstan,2020-03-12,0,0
Kyrgyzstan,2020-03-13,0,0
Kyrgyzstan,2020-03-14,0,0
Kyrgyzstan,2020-03-15,0,0
Kyrgyzstan,2020-03-16,0,0
Kyrgyzstan,2020-03-17,0,0
Kyrgyzstan,2020-03-18,3,3
Kyrgyzstan,2020-03-19,3,0
Kyrgyzstan,2020-03-20,6,3
Kyrgyzstan,2020-03-21,14,8
Kyrgyzstan,2020-03-22,14,0
Kyrgyzstan,2020-03-23,16,2
Kyrgyzstan,2020-03-24,42,26
