country,date,accumulated_deaths,increase_of_deaths
Gabon,2020-03-25,1,0
Gabon,2020-03-26,1,0
Gabon,2020-03-27,1,0
Gambia,2020-03-01,0,0
Gambia,2020-03-02,0,0
Gambia,2020-03-03,0,0
Gambia,2020-03-04,0,0
Gambia,2020-03-05,0,0
Gambia,2020-03-06,0,0
Gambia,2020-03-07,0,0
Gambia,2020-03-08,0,0
Gambia,2020-03-09,0,0
Gambia,2020-03-10,0,0
Gambia,2020-03-11,0,0
Gambia,2020-03-12,0,0
Gambia,2020-03-13,0,0
Gambia,2020-03-14,0,0
Gambia,2020-03-15,0,0
Gambia,2020-03-16,0,0
Gambia,2020-03-17,0,0
Gambia,2020-03-18,0,0
Gambia,2020-03-19,0,0
Gambia,2020-03-20,0,0
Gambia,2020-03-21,0,0
Gambia,2020-03-22,0,0
Gambia,2020-03-23,1,1
Gambia,2020-03-24,1,0
Gambia,2020-03-25,1,0
Gambia,2020-03-26,1,0
Gambia,2020-03-27,1,0
Georgia,2020-03-01,0,0
Georgia,2020-03-02,0,0
Georgia,2020-03-03,0,0
Georgia,2020-03-04,0,0
Georgia,2020-03-05,0,0
Georgia,2020-03-06,0,0
Georgia,2020-03-07,0,0
Georgia,2020-03-08,0,0
Georgia,2020-03-09,0,0
Georgia,2020-03-10,0,0
Georgia,2020-03-11,0,0
Georgia,2020-03-12,0,0
Georgia,2020-03-13,0,0
Georgia,2020-03-14,0,0
Georgia,2020-03-15,0,0
Georgia,2020-03-16,0,0
Georgia,2020-03-17,0,0
Georgia,2020-03-18,0,0
Georgia,2020-03-19,0,0
Georgia,2020-03-20,0,0
Georgia,2020-03-21,0,0
Georgia,2020-03-22,0,0
Georgia,2020-03-23,0,0
Georgia,2020-03-24,0,0
Georgia,2020-03-25,0,0
Georgia,2020-03-26,0,0
Georgia,2020-03-27,0,0
Germany,2020-03-01,0,0
Germany,2020-03-02,0,0
Germany,2020-03-03,0,0
Germany,2020-03-04,0,0
Germany,2020-03-05,0,0
Germany,2020-03-06,0,0
Germany,2020-03-07,0,0
Germany,2020-03-08,0,0
Germany,2020-03-09,2,2
Germany,2020-03-10,2,0
Germany,2020-03-11,3,1
Germany,2020-03-12,3,0
Germany,2020-03-13,7,4
Germany,2020-03-14,9,2
Germany,2020-03-15,11,2
Germany,2020-03-16,17,6
Germany,2020-03-17,24,7
Germany,2020-03-18,28,4
Germany,2020-03-19,44,16
Germany,2020-03-20,67,23
Germany,2020-03-21,84,17
Germany,2020-03-22,94,10
Germany,2020-03-23,123,29
Germany,2020-03-24,157,34
Germany,2020-03-25,206,49
Germany,2020-03-26,267,61
Germany,2020-03-27,342,75
Ghana,2020-03-01,0,0
Ghana,2020-03-02,0,0
Ghana,2020-03-03,0,0
Ghana,2020-03-04,0,0
Ghana,2020-03-05,0,0
Ghana,2020-03-06,0,0
Ghana,2020-03-07,0,0
Ghana,2020-03-08,0,0
Ghana,2020-03-09,0,0
Ghana,2020-03-10,0,0
Ghana,2020-03-11,0,0
Ghana,2020-03-12,0,0
Ghana,2020-03-13,0,0
Ghana,2020-03-14,0,0
Ghana,2020-03-15,0,0
Ghana,2020-03-16,0,0
Ghana,2020-03-17,0,0
Ghana,2020-03-18,0,0
Ghana,2020-03-19,0,0
Ghana,2020-03-20,0,0
Ghana,2020-03-21,1,1
Ghana,2020-03-22,1,0
Ghana,2020-03-23,2,1
Ghana,2020-03-24,2,0
Ghana,2020-03-25,4,2
Ghana,2020-03-26,4,0
Ghana,2020-03-27,4,0
Greece,2020-03-01,0,0
Greece,2020-03-02,0,0
Greece,2020-03-03,0,0
Greece,2020-03-04,0,0
Greece,2020-03-05,0,0
Greece,2020-03-06,0,0
Greece,2020-03-07,0,0
Greece,2020-03-08,0,0
Greece,2020-03-09,0,0
Greece,2020-03-10,0,0
Greece,2020-03-11,1,1
Greece,2020-03-12,1,0
Greece,2020-03-13,1,0
Greece,2020-03-14,3,2
Greece,2020-03-15,4,1
Greece,2020-03-16,4,0
Greece,2020-03-17,5,1
Greece,2020-03-18,5,0
Greece,2020-03-19,6,1
Greece,2020-03-20,6,0
Greece,2020-03-21,13,7
Greece,2020-03-22,15,2
Greece,2020-03-23,17,2
Greece,2020-03-24,20,3
Greece,2020-03-25,22,2
Greece,2020-03-26,26,4
Greece,2020-03-27,28,2
Grenada,2020-03-01,0,0
Grenada,2020-03-02,0,0
Grenada,2020-03-03,0,0
Grenada,2020-03-04,0,0
Grenada,2020-03-05,0,0
Grenada,2020-03-06,0,0
Grenada,2020-03-07,0,0
Grenada,2020-03-08,0,0
Grenada,2020-03-09,0,0
Grenada,2020-03-10,0,0
Grenada,2020-03-11,0,0
Grenada,2020-03-12,0,0
Grenada,2020-03-13,0,0
Grenada,2020-03-14,0,0
Grenada,2020-03-15,0,0
Grenada,2020-03-16,0,0
Grenada,2020-03-17,0,0
Grenada,2020-03-18,0,0
Grenada,2020-03-19,0,0
Grenada,2020-03-20,0,0
Grenada,2020-03-21,0,0
Grenada,2020-03-22,0,0
Grenada,2020-03-23,0,0
Grenada,2020-03-24,0,0
Grenada,2020-03-25,0,0
Grenada,2020-03-26,0,0
Grenada,2020-03-27,0,0
Guatemala,2020-03-01,0,0
Guatemala,2020-03-02,0,0
Guatemala,2020-03-03,0,0
Guatemala,2020-03-04,0,0
Guatemala,2020-03-05,0,0
Guatemala,2020-03-06,0,0
Guatemala,2020-03-07,0,0
Guatemala,2020-03-08,0,0
Guatemala,2020-03-09,0,0
Guatemala,2020-03-10,0,0
Guatemala,2020-03-11,0,0
Guatemala,2020-03-12,0,0
Guatemala,2020-03-13,0,0
Guatemala,2020-03-14,0,0
Guatemala,2020-03-15,0,0
Guatemala,2020-03-16,1,1
Guatemala,2020-03-17,1,0
Guatemala,2020-03-18,1,0
Guatemala,2020-03-19,1,0
Guatemala,2020-03-20,1,0
Guatemala,2020-03-21,1,0
Guatemala,2020-03-22,1,0
Guatemala,2020-03-23,1,0
Guatemala,2020-03-24,1,0
Guatemala,2020-03-25,1,0
Guatemala,2020-03-26,1,0
Guatemala,2020-03-27,1,0
Guinea,2020-03-01,0,0
Guinea,2020-03-02,0,0
Guinea,2020-03-03,0,0
Guinea,2020-03-04,0,0
Guinea,2020-03-05,0,0
Guinea,2020-03-06,0,0
Guinea,2020-03-07,0,0
Guinea,2020-03-08,0,0
Guinea,2020-03-09,0,0
Guinea,2020-03-10,0,0
Guinea,2020-03-11,0,0
Guinea,2020-03-12,0,0
Guinea,2020-03-13,0,0
Guinea,2020-03-14,0,0
Guinea,2020-03-15,0,0
Guinea,2020-03-16,0,0
Guinea,2020-03-17,0,0
Guinea,2020-03-18,0,0
Guinea,2020-03-19,0,0
Guinea,2020-03-20,0,0
Guinea,2020-03-21,0,0
Guinea,2020-03-22,0,0
Guinea,2020-03-23,0,0
Guinea,2020-03-24,0,0
Guinea,2020-03-25,0,0
Guinea,2020-03-26,0,0
Guinea,2020-03-27,0,0
Guinea-Bissau,2020-03-01,0,0
Guinea-Bissau,2020-03-02,0,0
Guinea-Bissau,2020-03-03,0,0
Guinea-Bissau,2020-03-04,0,0
Guinea-Bissau,2020-03-05,0,0
Guinea-Bissau,2020-03-06,0,0
Guinea-Bissau,2020-03-07,0,0
Guinea-Bissau,2020-03-08,0,0
Guinea-Bissau,2020-03-09,0,0
Guinea-Bissau,2020-03-10,0,0
Guinea-Bissau,2020-03-11,0,0
Guinea-Bissau,2020-03-12,0,0
Guinea-Bissau,2020-03-13,0,0
Guinea-Bissau,2020-03-14,0,0
Guinea-Bissau,2020-03-15,0,0
Guinea-Bissau,2020-03-16,0,0
Guinea-Bissau,2020-03-17,0,0
Guinea-Bissau,2020-03-18,0,0
Guinea-Bissau,2020-03-19,0,0
Guinea-Bissau,2020-03-20,0,0
Guinea-Bissau,2020-03-21,0,0
Guinea-Bissau,2020-03-22,0,0
Guinea-Bissau,2020-03-23,0,0
Guinea-Bissau,2020-03-24,0,0
Guinea-Bissau,2020-03-25,0,0
Guinea-Bissau,2020-03-26,0,0
Guinea-Bissau,2020-03-27,0,0
Guyana,2020-03-01,0,0
Guyana,2020-03-02,0,0
Guyana,2020-03-03,0,0
Guyana,2020-03-04,0,0
Guyana,2020-03-05,0,0
Guyana,2020-03-06,0,0
Guyana,2020-03-07,0,0
Guyana,2020-03-08,0,0
Guyana,2020-03-09,0,0
Guyana,2020-03-10,0,0
Guyana,2020-03-11,0,0
Guyana,2020-03-12,1,1
Guyana,2020-03-13,1,0
Guyana,2020-03-14,1,0
Guyana,2020-03-15,1,0
Guyana,2020-03-16,1,0
Guyana,2020-03-17,1,0
Guyana,2020-03-18,1,0
Guyana,2020-03-19,1,0
Guyana,2020-03-20,1,0
Guyana,2020-03-21,1,0
Guyana,2020-03-22,1,0
Guyana,2020-03-23,1,0
Guyana,2020-03-24,1,0
Guyana,2020-03-25,1,0
Guyana,2020-03-26,1,0
Guyana,2020-03-27,1,0
Haiti,2020-03-01,0,0
Haiti,2020-03-02,0,0
Haiti,2020-03-03,0,0
Haiti,2020-03-04,0,0
Haiti,2020-03-05,0,0
Haiti,2020-03-06,0,0
Haiti,2020-03-07,0,0
Haiti,2020-03-08,0,0
Haiti,2020-03-09,0,0
Haiti,2020-03-10,0,0
Haiti,2020-03-11,0,0
Haiti,2020-03-12,0,0
Haiti,2020-03-13,0,0
Haiti,2020-03-14,0,0
Haiti,2020-03-15,0,0
Haiti,2020-03-16,0,0
Haiti,2020-03-17,0,0
Haiti,2020-03-18,0,0
Haiti,2020-03-19,0,0
Haiti,2020-03-20,0,0
Haiti,2020-03-21,0,0
Haiti,2020-03-22,0,0
Haiti,2020-03-23,0,0
Haiti,2020-03-24,0,0
Haiti,2020-03-25,0,0
Haiti,2020-03-26,0,0
Haiti,2020-03-27,0,0
Holy See,2020-03-01,0,0
Holy See,2020-03-02,0,0
Holy See,2020-03-03,0,0
Holy See,2020-03-04,0,0
Holy See,2020-03-05,0,0
Holy See,2020-03-06,0,0
Holy See,2020-03-07,0,0
Holy See,2020-03-08,0,0
Holy See,2020-03-09,0,0
Holy See,2020-03-10,0,0
Holy See,2020-03-11,0,0
Holy See,2020-03-12,0,0
Holy See,2020-03-13,0,0
Holy See,2020-03-14,0,0
Holy See,2020-03-15,0,0
Holy See,2020-03-16,0,0
Holy See,2020-03-17,0,0
Holy See,2020-03-18,0,0
Holy See,2020-03-19,0,0
Holy See,2020-03-20,0,0
Holy See,2020-03-21,0,0
Holy See,2020-03-22,0,0
Holy See,2020-03-23,0,0
Holy See,2020-03-24,0,0
Holy See,2020-03-25,0,0
Holy See,2020-03-26,0,0
Holy See,2020-03-27,0,0
Honduras,2020-03-01,0,0
Honduras,2020-03-02,0,0
Honduras,2020-03-03,0,0
Honduras,2020-03-04,0,0
Honduras,2020-03-05,0,0
Honduras,2020-03-06,0,0
Honduras,2020-03-07,0,0
Honduras,2020-03-08,0,0
Honduras,2020-03-09,0,0
Honduras,2020-03-10,0,0
Honduras,2020-03-11,0,0
Honduras,2020-03-12,0,0
Honduras,2020-03-13,0,0
Honduras,2020-03-14,0,0
Honduras,2020-03-15,0,0
Honduras,2020-03-16,0,0
Honduras,2020-03-17,0,0
Honduras,2020-03-18,0,0
Honduras,2020-03-19,0,0
Honduras,2020-03-20,0,0
Honduras,2020-03-21,0,0
Honduras,2020-03-22,0,0
Honduras,2020-03-23,0,0
Honduras,2020-03-24,0,0
Honduras,2020-03-25,0,0
Honduras,2020-03-26,1,1
Honduras,2020-03-27,1,0
Hungary,2020-03-01,0,0
Hungary,2020-03-02,0,0
Hungary,2020-03-03,0,0
Hungary,2020-03-04,0,0
Hungary,2020-03-05,0,0
Hungary,2020-03-06,0,0
Hungary,2020-03-07,0,0
Hungary,2020-03-08,0,0
Hungary,2020-03-09,0,0
Hungary,2020-03-10,0,0
Hungary,2020-03-11,0,0
Hungary,2020-03-12,0,0
Hungary,2020-03-13,0,0
Hungary,2020-03-14,0,0
Hungary,2020-03-15,1,1
Hungary,2020-03-16,1,0
Hungary,2020-03-17,1,0
Hungary,2020-03-18,1,0
Hungary,2020-03-19,1,0
Hungary,2020-03-20,3,2
Hungary,2020-03-21,4,1
Hungary,2020-03-22,6,2
Hungary,2020-03-23,7,1
Hungary,2020-03-24,9,2
Hungary,2020-03-25,10,1
Hungary,2020-03-26,10,0
Hungary,2020-03-27,10,0
Iceland,2020-03-01,0,0
Iceland,2020-03-02,0,0
Iceland,2020-03-03,0,0
Iceland,2020-03-04,0,0
Iceland,2020-03-05,0,0
Iceland,2020-03-06,0,0
Iceland,2020-03-07,0,0
Iceland,2020-03-08,0,0
Iceland,2020-03-09,0,0
Iceland,2020-03-10,0,0
Iceland,2020-03-11,0,0
Iceland,2020-03-12,0,0
Iceland,2020-03-13,0,0
Iceland,2020-03-14,0,0
Iceland,2020-03-15,5,5
Iceland,2020-03-16,0,-5
Iceland,2020-03-17,1,1
Iceland,2020-03-18,1,0
Iceland,2020-03-19,1,0
Iceland,2020-03-20,0,-1
Iceland,2020-03-21,1,1
Iceland,2020-03-22,1,0
Iceland,2020-03-23,1,0
Iceland,2020-03-24,2,1
Iceland,2020-03-25,2,0
Iceland,2020-03-26,2,0
Iceland,2020-03-27,2,0
India,2020-03-01,0,0
India,2020-03-02,0,0
India,2020-03-03,0,0
India,2020-03-04,0,0
India,2020-03-05,0,0
India,2020-03-06,0,0
India,2020-03-07,0,0
India,2020-03-08,0,0
India,2020-03-09,0,0
India,2020-03-10,0,0
India,2020-03-11,1,1
India,2020-03-12,1,0
India,2020-03-13,2,1
India,2020-03-14,2,0
India,2020-03-15,2,0
India,2020-03-16,2,0
India,2020-03-17,3,1
India,2020-03-18,3,0
India,2020-03-19,4,1
India,2020-03-20,5,1
India,2020-03-21,4,-1
India,2020-03-22,7,3
India,2020-03-23,10,3
India,2020-03-24,10,0
India,2020-03-25,12,2
India,2020-03-26,20,8
India,2020-03-27,20,0
Indonesia,2020-03-01,0,0
Indonesia,2020-03-02,0,0
Indonesia,2020-03-03,0,0
Indonesia,2020-03-04,0,0
Indonesia,2020-03-05,0,0
Indonesia,2020-03-06,0,0
Indonesia,2020-03-07,0,0
Indonesia,2020-03-08,0,0
Indonesia,2020-03-09,0,0
Indonesia,2020-03-10,0,0
Indonesia,2020-03-11,1,1
Indonesia,2020-03-12,1,0
Indonesia,2020-03-13,4,3
Indonesia,2020-03-14,5,1
Indonesia,2020-03-15,5,0
Indonesia,2020-03-16,5,0
Indonesia,2020-03-17,5,0
Indonesia,2020-03-18,19,14
Indonesia,2020-03-19,25,6
Indonesia,2020-03-20,32,7
Indonesia,2020-03-21,38,6
Indonesia,2020-03-22,48,10
Indonesia,2020-03-23,49,1
Indonesia,2020-03-24,55,6
Indonesia,2020-03-25,58,3
Indonesia,2020-03-26,78,20
Indonesia,2020-03-27,87,9
Iran,2020-03-01,54,0
Iran,2020-03-02,66,12
Iran,2020-03-03,77,11
Iran,2020-03-04,92,15
Iran,2020-03-05,107,15
Iran,2020-03-06,124,17
Iran,2020-03-07,145,21
Iran,2020-03-08,194,49
Iran,2020-03-09,237,43
Iran,2020-03-10,291,54
Iran,2020-03-11,354,63
Iran,2020-03-12,429,75
Iran,2020-03-13,514,85
Iran,2020-03-14,611,97
Iran,2020-03-15,724,113
Iran,2020-03-16,853,129
Iran,2020-03-17,988,135
Iran,2020-03-18,1135,147
Iran,2020-03-19,1284,149
Iran,2020-03-20,1433,149
Iran,2020-03-21,1556,123
Iran,2020-03-22,1685,129
Iran,2020-03-23,1812,127
Iran,2020-03-24,1934,122
Iran,2020-03-25,2077,143
Iran,2020-03-26,2234,157
Iran,2020-03-27,2378,144
Iraq,2020-03-01,0,0
Iraq,2020-03-02,0,0
Iraq,2020-03-03,0,0
Iraq,2020-03-04,2,2
Iraq,2020-03-05,2,0
Iraq,2020-03-06,3,1
Iraq,2020-03-07,4,1
Iraq,2020-03-08,6,2
Iraq,2020-03-09,6,0
Iraq,2020-03-10,7,1
Iraq,2020-03-11,7,0
Iraq,2020-03-12,8,1
Iraq,2020-03-13,9,1
Iraq,2020-03-14,10,1
Iraq,2020-03-15,10,0
Iraq,2020-03-16,10,0
Iraq,2020-03-17,11,1
Iraq,2020-03-18,12,1
Iraq,2020-03-19,13,1
Iraq,2020-03-20,17,4
Iraq,2020-03-21,17,0
Iraq,2020-03-22,20,3
Iraq,2020-03-23,23,3
Iraq,2020-03-24,27,4
Iraq,2020-03-25,29,2
Iraq,2020-03-26,36,7
Iraq,2020-03-27,40,4
Ireland,2020-03-01,0,0
Ireland,2020-03-02,0,0
Ireland,2020-03-03,0,0
Ireland,2020-03-04,0,0
Ireland,2020-03-05,0,0
Ireland,2020-03-06,0,0
Ireland,2020-03-07,0,0
Ireland,2020-03-08,0,0
Ireland,2020-03-09,0,0
Ireland,2020-03-10,0,0
Ireland,2020-03-11,1,1
Ireland,2020-03-12,1,0
Ireland,2020-03-13,1,0
Ireland,2020-03-14,2,1
Ireland,2020-03-15,2,0
Ireland,2020-03-16,2,0
Ireland,2020-03-17,2,0
Ireland,2020-03-18,2,0
Ireland,2020-03-19,3,1
Ireland,2020-03-20,3,0
Ireland,2020-03-21,3,0
Ireland,2020-03-22,4,1
Ireland,2020-03-23,6,2
Ireland,2020-03-24,7,1
Ireland,2020-03-25,9,2
Ireland,2020-03-26,19,10
Ireland,2020-03-27,22,3
Israel,2020-03-01,0,0
Israel,2020-03-02,0,0
Israel,2020-03-03,0,0
Israel,2020-03-04,0,0
Israel,2020-03-05,0,0
Israel,2020-03-06,0,0
Israel,2020-03-07,0,0
Israel,2020-03-08,0,0
Israel,2020-03-09,0,0
Israel,2020-03-10,0,0
Israel,2020-03-11,0,0
Israel,2020-03-12,0,0
Israel,2020-03-13,0,0
Israel,2020-03-14,0,0
Israel,2020-03-15,0,0
Israel,2020-03-16,0,0
Israel,2020-03-17,0,0
Israel,2020-03-18,0,0
Israel,2020-03-19,0,0
Israel,2020-03-20,0,0
Israel,2020-03-21,1,1
Israel,2020-03-22,1,0
Israel,2020-03-23,1,0
Israel,2020-03-24,3,2
Israel,2020-03-25,5,2
Israel,2020-03-26,8,3
Israel,2020-03-27,12,4
Italy,2020-03-01,34,0
Italy,2020-03-02,52,18
Italy,2020-03-03,79,27
Italy,2020-03-04,107,28
Italy,2020-03-05,148,41
Italy,2020-03-06,197,49
Italy,2020-03-07,233,36
Italy,2020-03-08,366,133
Italy,2020-03-09,463,97
Italy,2020-03-10,631,168
Italy,2020-03-11,827,196
Italy,2020-03-12,827,0
Italy,2020-03-13,1266,439
Italy,2020-03-14,1441,175
Italy,2020-03-15,1809,368
Italy,2020-03-16,2158,349
Italy,2020-03-17,2503,345
Italy,2020-03-18,2978,475
Italy,2020-03-19,3405,427
Italy,2020-03-20,4032,627
Italy,2020-03-21,4825,793
Italy,2020-03-22,5476,651
Italy,2020-03-23,6077,601
Italy,2020-03-24,6820,743
Italy,2020-03-25,7503,683
Italy,2020-03-26,8215,712
Italy,2020-03-27,9134,919
Jamaica,2020-03-01,0,0
Jamaica,2020-03-02,0,0
Jamaica,2020-03-03,0,0
Jamaica,2020-03-04,0,0
Jamaica,2020-03-05,0,0
Jamaica,2020-03-06,0,0
Jamaica,2020-03-07,0,0
Jamaica,2020-03-08,0,0
Jamaica,2020-03-09,0,0
Jamaica,2020-03-10,0,0
Jamaica,2020-03-11,0,0
Jamaica,2020-03-12,0,0
Jamaica,2020-03-13,0,0
Jamaica,2020-03-14,0,0
Jamaica,2020-03-15,0,0
Jamaica,2020-03-16,0,0
Jamaica,2020-03-17,0,0
Jamaica,2020-03-18,0,0
Jamaica,2020-03-19,1,1
Jamaica,2020-03-20,1,0
Jamaica,2020-03-21,1,0
Jamaica,2020-03-22,1,0
Jamaica,2020-03-23,1,0
Jamaica,2020-03-24,1,0
Jamaica,2020-03-25,1,0
Jamaica,2020-03-26,1,0
Jamaica,2020-03-27,1,0
Japan,2020-03-01,6,0
Japan,2020-03-02,6,0
Japan,2020-03-03,6,0
Japan,2020-03-04,6,0
Japan,2020-03-05,6,0
Japan,2020-03-06,6,0
Japan,2020-03-07,6,0
Japan,2020-03-08,6,0
Japan,2020-03-09,10,4
Japan,2020-03-10,10,0
Japan,2020-03-11,15,5
Japan,2020-03-12,16,1
Japan,2020-03-13,19,3
Japan,2020-03-14,22,3
Japan,2020-03-15,22,0
Japan,2020-03-16,27,5
Japan,2020-03-17,29,2
Japan,2020-03-18,29,0
Japan,2020-03-19,29,0
Japan,2020-03-20,33,4
Japan,2020-03-21,35,2
Japan,2020-03-22,41,6
Japan,2020-03-23,42,1
Japan,2020-03-24,43,1
Japan,2020-03-25,45,2
Japan,2020-03-26,47,2
Japan,2020-03-27,49,2
Jordan,2020-03-01,0,0
Jordan,2020-03-02,0,0
Jordan,2020-03-03,0,0
Jordan,2020-03-04,0,0
Jordan,2020-03-05,0,0
Jordan,2020-03-06,0,0
Jordan,2020-03-07,0,0
Jordan,2020-03-08,0,0
Jordan,2020-03-09,0,0
Jordan,2020-03-10,0,0
Jordan,2020-03-11,0,0
Jordan,2020-03-12,0,0
Jordan,2020-03-13,0,0
Jordan,2020-03-14,0,0
Jordan,2020-03-15,0,0
Jordan,2020-03-16,0,0
Jordan,2020-03-17,0,0
Jordan,2020-03-18,0,0
Jordan,2020-03-19,0,0
Jordan,2020-03-20,0,0
Jordan,2020-03-21,0,0
Jordan,2020-03-22,0,0
Jordan,2020-03-23,0,0
Jordan,2020-03-24,0,0
Jordan,2020-03-25,0,0
Jordan,2020-03-26,0,0
Jordan,2020-03-27,1,1
Kazakhstan,2020-03-01,0,0
Kazakhstan,2020-03-02,0,0
Kazakhstan,2020-03-03,0,0
Kazakhstan,2020-03-04,0,0
Kazakhstan,2020-03-05,0,0
Kazakhstan,2020-03-06,0,0
Kazakhstan,2020-03-07,0,0
Kazakhstan,2020-03-08,0,0
Kazakhstan,2020-03-09,0,0
Kazakhstan,2020-03-10,0,0
Kazakhstan,2020-03-11,0,0
Kazakhstan,2020-03-12,0,0
Kazakhstan,2020-03-13,0,0
Kazakhstan,2020-03-14,0,0
Kazakhstan,2020-03-15,0,0
Kazakhstan,2020-03-16,0,0
Kazakhstan,2020-03-17,0,0
Kazakhstan,2020-03-18,0,0
Kazakhstan,2020-03-19,0,0
Kazakhstan,2020-03-20,3,3
Kazakhstan,2020-03-21,0,-3
Kazakhstan,2020-03-22,0,0
Kazakhstan,2020-03-23,0,0
Kazakhstan,2020-03-24,0,0
Kazakhstan,2020-03-25,0,0
Kazakhstan,2020-03-26,1,1
Kazakhstan,2020-03-27,1,0
Kenya,2020-03-01,0,0
Kenya,2020-03-02,0,0
Kenya,2020-03-03,0,0
Kenya,2020-03-04,0,0
Kenya,2020-03-05,0,0
Kenya,2020-03-06,0,0
Kenya,2020-03-07,0,0
Kenya,2020-03-08,0,0
Kenya,2020-03-09,0,0
Kenya,2020-03-10,0,0
Kenya,2020-03-11,0,0
Kenya,2020-03-12,0,0
Kenya,2020-03-13,0,0
Kenya,2020-03-14,0,0
Kenya,2020-03-15,0,0
Kenya,2020-03-16,0,0
Kenya,2020-03-17,0,0
Kenya,2020-03-18,0,0
Kenya,2020-03-19,0,0
Kenya,2020-03-20,0,0
Kenya,2020-03-21,0,0
Kenya,2020-03-22,0,0
Kenya,2020-03-23,0,0
Kenya,2020-03-24,0,0
Kenya,2020-03-25,0,0
Kenya,2020-03-26,1,1
Kenya,2020-03-27,1,0
"Korea, South",2020-03-01,17,0
"Korea, South",2020-03-02,28,11
"Korea, South",2020-03-03,28,0
"Korea, South",2020-03-04,35,7
"Korea, South",2020-03-05,35,0
"Korea, South",2020-03-06,42,7
"Korea, South",2020-03-07,44,2
"Korea, South",2020-03-08,50,6
"Korea, South",2020-03-09,53,3
"Korea, South",2020-03-10,54,1
"Korea, South",2020-03-11,60,6
"Korea, South",2020-03-12,66,6
"Korea, South",2020-03-13,66,0
"Korea, South",2020-03-14,72,6
"Korea, South",2020-03-15,75,3
"Korea, South",2020-03-16,75,0
"Korea, South",2020-03-17,81,6
"Korea, South",2020-03-18,84,3
"Korea, South",2020-03-19,91,7
"Korea, South",2020-03-20,94,3
"Korea, South",2020-03-21,102,8
"Korea, South",2020-03-22,111,9
"Korea, South",2020-03-23,111,0
"Korea, South",2020-03-24,120,9
"Korea, South",2020-03-25,126,6
"Korea, South",2020-03-26,131,5
"Korea, South",2020-03-27,139,8
Kosovo,2020-03-01,0,0
Kosovo,2020-03-02,0,0
Kosovo,2020-03-03,0,0
Kosovo,2020-03-04,0,0
Kosovo,2020-03-05,0,0
Kosovo,2020-03-06,0,0
Kosovo,2020-03-07,0,0
Kosovo,2020-03-08,0,0
Kosovo,2020-03-09,0,0
Kosovo,2020-03-10,0,0
Kosovo,2020-03-11,0,0
Kosovo,2020-03-12,0,0
Kosovo,2020-03-13,0,0
Kosovo,2020-03-14,0,0
Kosovo,2020-03-15,0,0
Kosovo,2020-03-16,0,0
Kosovo,2020-03-17,0,0
Kosovo,2020-03-18,0,0
Kosovo,2020-03-19,0,0
Kosovo,2020-03-20,0,0
Kosovo,2020-03-21,0,0
Kosovo,2020-03-22,0,0
Kosovo,2020-03-23,0,0
Kosovo,2020-03-24,0,0
Kosovo,2020-03-25,0,0
Kosovo,2020-03-26,1,1
Kosovo,2020-03-27,1,0
Kuwait,2020-03-01,0,0
Kuwait,2020-03-02,0,0
Kuwait,2020-03-03,0,0
Kuwait,2020-03-04,0,0
Kuwait,2020-03-05,0,0
Kuwait,2020-03-06,0,0
Kuwait,2020-03-07,0,0
Kuwait,2020-03-08,0,0
Kuwait,2020-03-09,0,0
Kuwait,2020-03-10,0,0
Kuwait,2020-03-11,0,0
Kuwait,2020-03-12,0,0
Kuwait,2020-03-13,0,0
Kuwait,2020-03-14,0,0
Kuwait,2020-03-15,0,0
Kuwait,2020-03-16,0,0
Kuwait,2020-03-17,0,0
Kuwait,2020-03-18,0,0
Kuwait,2020-03-19,0,0
Kuwait,2020-03-20,0,0
Kuwait,2020-03-21,0,0
Kuwait,2020-03-22,0,0
Kuwait,2020-03-23,0,0
Kuwait,2020-03-24,0,0
Kuwait,2020-03-25,0,0
Kuwait,2020-03-26,0,0
Kuwait,2020-03-27,0,0
Kyrgyzstan,2020-03-01,0,0
Kyrgyzstan,2020-03-02,0,0
Kyrgyzstan,2020-03-03,0,0
Kyrgyzstan,2020-03-04,0,0
Kyrgyzstan,2020-03-05,0,0
Kyrgyzstan,2020-03-06,0,0
Kyrgyzstan,2020-03-07,0,0
Kyrgyzstan,2020-03-08,0,0
Kyrgyzstan,2020-03-09,0,0
Kyrgyzstan,2020-03-10,0,0
Kyrgyzstan,2020-03-11,0,0
Kyrgyzstan,2020-03-12,0,0
Kyrgyzstan,2020-03-13,0,0
Kyrgyzstan,2020-03-14,0,0
Kyrgyzstan,2020-03-15,0,0
Kyrgyzstan,2020-03-16,0,0
Kyrgyzstan,2020-03-17,0,0
Kyrgyzstan,2020-03-18,0,0
Kyrgyzstan,2020-03-19,0,0
Kyrgyzstan,2020-03-20,0,0
Kyrgyzstan,2020-03-21,0,0
Kyrgyzstan,2020-03-22,0,0
Kyrgyzstan,2020-03-23,0,0
Kyrgyzstan,2020-03-24,0,0
Kyrgyzstan,2020-03-25,0,0
Kyrgyzstan,2020-03-26,0,0
Kyrgyzstan,2020-03-27,0,0
Laos,2020-03-01,0,0
Laos,2020-03-02,0,0
Laos,2020-03-03,0,0
Laos,2020-03-04,0,0
Laos,2020-03-05,0,0
Laos,2020-03-06,0,0
Laos,2020-03-07,0,0
Laos,2020-03-08,0,0
Laos,2020-03-09,0,0
Laos,2020-03-10,0,0
Laos,2020-03-11,0,0
Laos,2020-03-12,0,0
Laos,2020-03-13,0,0
Laos,2020-03-14,0,0
