country,date,accumulated_recovered,increase_of_recovered
Gabon,2020-03-23,0,0
Gabon,2020-03-24,0,0
Gabon,2020-03-25,0,0
Gabon,2020-03-26,0,0
Gabon,2020-03-27,0,0
Gambia,2020-03-01,0,0
Gambia,2020-03-02,0,0
Gambia,2020-03-03,0,0
Gambia,2020-03-04,0,0
Gambia,2020-03-05,0,0
Gambia,2020-03-06,0,0
Gambia,2020-03-07,0,0
Gambia,2020-03-08,0,0
Gambia,2020-03-09,0,0
Gambia,2020-03-10,0,0
Gambia,2020-03-11,0,0
Gambia,2020-03-12,0,0
Gambia,2020-03-13,0,0
Gambia,2020-03-14,0,0
Gambia,2020-03-15,0,0
Gambia,2020-03-16,0,0
Gambia,2020-03-17,0,0
Gambia,2020-03-18,0,0
Gambia,2020-03-19,0,0
Gambia,2020-03-20,0,0
Gambia,2020-03-21,0,0
Gambia,2020-03-22,0,0
Gambia,2020-03-23,0,0
Gambia,2020-03-24,0,0
Gambia,2020-03-25,0,0
Gambia,2020-03-26,0,0
Gambia,2020-03-27,0,0
Georgia,2020-03-01,0,0
Georgia,2020-03-02,0,0
Georgia,2020-03-03,0,0
Georgia,2020-03-04,0,0
Georgia,2020-03-05,0,0
Georgia,2020-03-06,0,0
Georgia,2020-03-07,0,0
Georgia,2020-03-08,0,0
Georgia,2020-03-09,0,0
Georgia,2020-03-10,0,0
Georgia,2020-03-11,0,0
Georgia,2020-03-12,0,0
Georgia,2020-03-13,0,0
Georgia,2020-03-14,0,0
Georgia,2020-03-15,0,0
Georgia,2020-03-16,1,1
Georgia,2020-03-17,1,0
Georgia,2020-03-18,1,0
Georgia,2020-03-19,1,0
Georgia,2020-03-20,1,0
Georgia,2020-03-21,1,0
Georgia,2020-03-22,3,2
Georgia,2020-03-23,3,0
Georgia,2020-03-24,9,6
Georgia,2020-03-25,10,1
Georgia,2020-03-26,11,1
Georgia,2020-03-27,14,3
Germany,2020-03-01,16,0
Germany,2020-03-02,16,0
Germany,2020-03-03,16,0
Germany,2020-03-04,16,0
Germany,2020-03-05,16,0
Germany,2020-03-06,17,1
Germany,2020-03-07,18,1
Germany,2020-03-08,18,0
Germany,2020-03-09,18,0
Germany,2020-03-10,18,0
Germany,2020-03-11,25,7
Germany,2020-03-12,25,0
Germany,2020-03-13,46,21
Germany,2020-03-14,46,0
Germany,2020-03-15,46,0
Germany,2020-03-16,67,21
Germany,2020-03-17,67,0
Germany,2020-03-18,105,38
Germany,2020-03-19,113,8
Germany,2020-03-20,180,67
Germany,2020-03-21,233,53
Germany,2020-03-22,266,33
Germany,2020-03-23,266,0
Germany,2020-03-24,3243,2977
Germany,2020-03-25,3547,304
Germany,2020-03-26,5673,2126
Germany,2020-03-27,6658,985
Ghana,2020-03-01,0,0
Ghana,2020-03-02,0,0
Ghana,2020-03-03,0,0
Ghana,2020-03-04,0,0
Ghana,2020-03-05,0,0
Ghana,2020-03-06,0,0
Ghana,2020-03-07,0,0
Ghana,2020-03-08,0,0
Ghana,2020-03-09,0,0
Ghana,2020-03-10,0,0
Ghana,2020-03-11,0,0
Ghana,2020-03-12,0,0
Ghana,2020-03-13,0,0
Ghana,2020-03-14,0,0
Ghana,2020-03-15,0,0
Ghana,2020-03-16,0,0
Ghana,2020-03-17,0,0
Ghana,2020-03-18,0,0
Ghana,2020-03-19,0,0
Ghana,2020-03-20,0,0
Ghana,2020-03-21,0,0
Ghana,2020-03-22,0,0
Ghana,2020-03-23,0,0
Ghana,2020-03-24,0,0
Ghana,2020-03-25,0,0
Ghana,2020-03-26,1,1
Ghana,2020-03-27,2,1
Greece,2020-03-01,0,0
Greece,2020-03-02,0,0
Greece,2020-03-03,0,0
Greece,2020-03-04,0,0
Greece,2020-03-05,0,0
Greece,2020-03-06,0,0
Greece,2020-03-07,0,0
Greece,2020-03-08,0,0
Greece,2020-03-09,0,0
Greece,2020-03-10,0,0
Greece,2020-03-11,0,0
Greece,2020-03-12,0,0
Greece,2020-03-13,0,0
Greece,2020-03-14,8,8
Greece,2020-03-15,8,0
Greece,2020-03-16,8,0
Greece,2020-03-17,8,0
Greece,2020-03-18,8,0
Greece,2020-03-19,8,0
Greece,2020-03-20,19,11
Greece,2020-03-21,19,0
Greece,2020-03-22,19,0
Greece,2020-03-23,19,0
Greece,2020-03-24,29,10
Greece,2020-03-25,36,7
Greece,2020-03-26,36,0
Greece,2020-03-27,52,16
Grenada,2020-03-01,0,0
Grenada,2020-03-02,0,0
Grenada,2020-03-03,0,0
Grenada,2020-03-04,0,0
Grenada,2020-03-05,0,0
Grenada,2020-03-06,0,0
Grenada,2020-03-07,0,0
Grenada,2020-03-08,0,0
Grenada,2020-03-09,0,0
Grenada,2020-03-10,0,0
Grenada,2020-03-11,0,0
Grenada,2020-03-12,0,0
Grenada,2020-03-13,0,0
Grenada,2020-03-14,0,0
Grenada,2020-03-15,0,0
Grenada,2020-03-16,0,0
Grenada,2020-03-17,0,0
Grenada,2020-03-18,0,0
Grenada,2020-03-19,0,0
Grenada,2020-03-20,0,0
Grenada,2020-03-21,0,0
Grenada,2020-03-22,0,0
Grenada,2020-03-23,0,0
Grenada,2020-03-24,0,0
Grenada,2020-03-25,0,0
Grenada,2020-03-26,0,0
Grenada,2020-03-27,0,0
Guatemala,2020-03-01,0,0
Guatemala,2020-03-02,0,0
Guatemala,2020-03-03,0,0
Guatemala,2020-03-04,0,0
Guatemala,2020-03-05,0,0
Guatemala,2020-03-06,0,0
Guatemala,2020-03-07,0,0
Guatemala,2020-03-08,0,0
Guatemala,2020-03-09,0,0
Guatemala,2020-03-10,0,0
Guatemala,2020-03-11,0,0
Guatemala,2020-03-12,0,0
Guatemala,2020-03-13,0,0
Guatemala,2020-03-14,0,0
Guatemala,2020-03-15,0,0
Guatemala,2020-03-16,0,0
Guatemala,2020-03-17,0,0
Guatemala,2020-03-18,0,0
Guatemala,2020-03-19,0,0
Guatemala,2020-03-20,0,0
Guatemala,2020-03-21,0,0
Guatemala,2020-03-22,0,0
Guatemala,2020-03-23,0,0
Guatemala,2020-03-24,0,0
Guatemala,2020-03-25,4,4
Guatemala,2020-03-26,4,0
Guatemala,2020-03-27,4,0
Guinea,2020-03-01,0,0
Guinea,2020-03-02,0,0
Guinea,2020-03-03,0,0
Guinea,2020-03-04,0,0
Guinea,2020-03-05,0,0
Guinea,2020-03-06,0,0
Guinea,2020-03-07,0,0
Guinea,2020-03-08,0,0
Guinea,2020-03-09,0,0
Guinea,2020-03-10,0,0
Guinea,2020-03-11,0,0
Guinea,2020-03-12,0,0
Guinea,2020-03-13,0,0
Guinea,2020-03-14,0,0
Guinea,2020-03-15,0,0
Guinea,2020-03-16,0,0
Guinea,2020-03-17,0,0
Guinea,2020-03-18,0,0
Guinea,2020-03-19,0,0
Guinea,2020-03-20,0,0
Guinea,2020-03-21,0,0
Guinea,2020-03-22,0,0
Guinea,2020-03-23,0,0
Guinea,2020-03-24,0,0
Guinea,2020-03-25,0,0
Guinea,2020-03-26,0,0
Guinea,2020-03-27,0,0
Guinea-Bissau,2020-03-01,0,0
Guinea-Bissau,2020-03-02,0,0
Guinea-Bissau,2020-03-03,0,0
Guinea-Bissau,2020-03-04,0,0
Guinea-Bissau,2020-03-05,0,0
Guinea-Bissau,2020-03-06,0,0
Guinea-Bissau,2020-03-07,0,0
Guinea-Bissau,2020-03-08,0,0
Guinea-Bissau,2020-03-09,0,0
Guinea-Bissau,2020-03-10,0,0
Guinea-Bissau,2020-03-11,0,0
Guinea-Bissau,2020-03-12,0,0
Guinea-Bissau,2020-03-13,0,0
Guinea-Bissau,2020-03-14,0,0
Guinea-Bissau,2020-03-15,0,0
Guinea-Bissau,2020-03-16,0,0
Guinea-Bissau,2020-03-17,0,0
Guinea-Bissau,2020-03-18,0,0
Guinea-Bissau,2020-03-19,0,0
Guinea-Bissau,2020-03-20,0,0
Guinea-Bissau,2020-03-21,0,0
Guinea-Bissau,2020-03-22,0,0
Guinea-Bissau,2020-03-23,0,0
Guinea-Bissau,2020-03-24,0,0
Guinea-Bissau,2020-03-25,0,0
Guinea-Bissau,2020-03-26,0,0
Guinea-Bissau,2020-03-27,0,0
Guyana,2020-03-01,0,0
Guyana,2020-03-02,0,0
Guyana,2020-03-03,0,0
Guyana,2020-03-04,0,0
Guyana,2020-03-05,0,0
Guyana,2020-03-06,0,0
Guyana,2020-03-07,0,0
Guyana,2020-03-08,0,0
Guyana,2020-03-09,0,0
Guyana,2020-03-10,0,0
Guyana,2020-03-11,0,0
Guyana,2020-03-12,0,0
Guyana,2020-03-13,0,0
Guyana,2020-03-14,0,0
Guyana,2020-03-15,0,0
Guyana,2020-03-16,0,0
Guyana,2020-03-17,0,0
Guyana,2020-03-18,0,0
Guyana,2020-03-19,0,0
Guyana,2020-03-20,0,0
Guyana,2020-03-21,0,0
Guyana,2020-03-22,0,0
Guyana,2020-03-23,0,0
Guyana,2020-03-24,0,0
Guyana,2020-03-25,0,0
Guyana,2020-03-26,0,0
Guyana,2020-03-27,0,0
Haiti,2020-03-01,0,0
Haiti,2020-03-02,0,0
Haiti,2020-03-03,0,0
Haiti,2020-03-04,0,0
Haiti,2020-03-05,0,0
Haiti,2020-03-06,0,0
Haiti,2020-03-07,0,0
Haiti,2020-03-08,0,0
Haiti,2020-03-09,0,0
Haiti,2020-03-10,0,0
Haiti,2020-03-11,0,0
Haiti,2020-03-12,0,0
Haiti,2020-03-13,0,0
Haiti,2020-03-14,0,0
Haiti,2020-03-15,0,0
Haiti,2020-03-16,0,0
Haiti,2020-03-17,0,0
Haiti,2020-03-18,0,0
Haiti,2020-03-19,0,0
Haiti,2020-03-20,0,0
Haiti,2020-03-21,0,0
Haiti,2020-03-22,0,0
Haiti,2020-03-23,0,0
Haiti,2020-03-24,0,0
Haiti,2020-03-25,0,0
Haiti,2020-03-26,0,0
Haiti,2020-03-27,0,0
Holy See,2020-03-01,0,0
Holy See,2020-03-02,0,0
Holy See,2020-03-03,0,0
Holy See,2020-03-04,0,0
Holy See,2020-03-05,0,0
Holy See,2020-03-06,0,0
Holy See,2020-03-07,0,0
Holy See,2020-03-08,0,0
Holy See,2020-03-09,0,0
Holy See,2020-03-10,0,0
Holy See,2020-03-11,0,0
Holy See,2020-03-12,0,0
Holy See,2020-03-13,0,0
Holy See,2020-03-14,0,0
Holy See,2020-03-15,0,0
Holy See,2020-03-16,0,0
Holy See,2020-03-17,0,0
Holy See,2020-03-18,0,0
Holy See,2020-03-19,0,0
Holy See,2020-03-20,0,0
Holy See,2020-03-21,0,0
Holy See,2020-03-22,0,0
Holy See,2020-03-23,0,0
Holy See,2020-03-24,0,0
Holy See,2020-03-25,0,0
Holy See,2020-03-26,0,0
Holy See,2020-03-27,0,0
Honduras,2020-03-01,0,0
Honduras,2020-03-02,0,0
Honduras,2020-03-03,0,0
Honduras,2020-03-04,0,0
Honduras,2020-03-05,0,0
Honduras,2020-03-06,0,0
Honduras,2020-03-07,0,0
Honduras,2020-03-08,0,0
Honduras,2020-03-09,0,0
Honduras,2020-03-10,0,0
Honduras,2020-03-11,0,0
Honduras,2020-03-12,0,0
Honduras,2020-03-13,0,0
Honduras,2020-03-14,0,0
Honduras,2020-03-15,0,0
Honduras,2020-03-16,0,0
Honduras,2020-03-17,0,0
Honduras,2020-03-18,0,0
Honduras,2020-03-19,0,0
Honduras,2020-03-20,0,0
Honduras,2020-03-21,0,0
Honduras,2020-03-22,0,0
Honduras,2020-03-23,0,0
Honduras,2020-03-24,0,0
Honduras,2020-03-25,0,0
Honduras,2020-03-26,0,0
Honduras,2020-03-27,0,0
Hungary,2020-03-01,0,0
Hungary,2020-03-02,0,0
Hungary,2020-03-03,0,0
Hungary,2020-03-04,0,0
Hungary,2020-03-05,0,0
Hungary,2020-03-06,0,0
Hungary,2020-03-07,0,0
Hungary,2020-03-08,0,0
Hungary,2020-03-09,0,0
Hungary,2020-03-10,0,0
Hungary,2020-03-11,0,0
Hungary,2020-03-12,0,0
Hungary,2020-03-13,0,0
Hungary,2020-03-14,1,1
Hungary,2020-03-15,1,0
Hungary,2020-03-16,1,0
Hungary,2020-03-17,2,1
Hungary,2020-03-18,2,0
Hungary,2020-03-19,2,0
Hungary,2020-03-20,2,0
Hungary,2020-03-21,7,5
Hungary,2020-03-22,16,9
Hungary,2020-03-23,16,0
Hungary,2020-03-24,21,5
Hungary,2020-03-25,21,0
Hungary,2020-03-26,28,7
Hungary,2020-03-27,34,6
Iceland,2020-03-01,0,0
Iceland,2020-03-02,0,0
Iceland,2020-03-03,0,0
Iceland,2020-03-04,0,0
Iceland,2020-03-05,0,0
Iceland,2020-03-06,0,0
Iceland,2020-03-07,0,0
Iceland,2020-03-08,0,0
Iceland,2020-03-09,0,0
Iceland,2020-03-10,1,1
Iceland,2020-03-11,1,0
Iceland,2020-03-12,1,0
Iceland,2020-03-13,1,0
Iceland,2020-03-14,1,0
Iceland,2020-03-15,8,7
Iceland,2020-03-16,0,-8
Iceland,2020-03-17,0,0
Iceland,2020-03-18,5,5
Iceland,2020-03-19,5,0
Iceland,2020-03-20,5,0
Iceland,2020-03-21,22,17
Iceland,2020-03-22,36,14
Iceland,2020-03-23,36,0
Iceland,2020-03-24,51,15
Iceland,2020-03-25,56,5
Iceland,2020-03-26,82,26
Iceland,2020-03-27,97,15
India,2020-03-01,3,0
India,2020-03-02,3,0
India,2020-03-03,3,0
India,2020-03-04,3,0
India,2020-03-05,3,0
India,2020-03-06,3,0
India,2020-03-07,3,0
India,2020-03-08,3,0
India,2020-03-09,3,0
India,2020-03-10,4,1
India,2020-03-11,4,0
India,2020-03-12,4,0
India,2020-03-13,4,0
India,2020-03-14,4,0
India,2020-03-15,13,9
India,2020-03-16,13,0
India,2020-03-17,14,1
India,2020-03-18,14,0
India,2020-03-19,15,1
India,2020-03-20,20,5
India,2020-03-21,23,3
India,2020-03-22,27,4
India,2020-03-23,27,0
India,2020-03-24,40,13
India,2020-03-25,43,3
India,2020-03-26,45,2
India,2020-03-27,73,28
Indonesia,2020-03-01,0,0
Indonesia,2020-03-02,0,0
Indonesia,2020-03-03,0,0
Indonesia,2020-03-04,0,0
Indonesia,2020-03-05,0,0
Indonesia,2020-03-06,0,0
Indonesia,2020-03-07,0,0
Indonesia,2020-03-08,0,0
Indonesia,2020-03-09,0,0
Indonesia,2020-03-10,2,2
Indonesia,2020-03-11,2,0
Indonesia,2020-03-12,2,0
Indonesia,2020-03-13,2,0
Indonesia,2020-03-14,8,6
Indonesia,2020-03-15,8,0
Indonesia,2020-03-16,8,0
Indonesia,2020-03-17,8,0
Indonesia,2020-03-18,11,3
Indonesia,2020-03-19,11,0
Indonesia,2020-03-20,15,4
Indonesia,2020-03-21,15,0
Indonesia,2020-03-22,29,14
Indonesia,2020-03-23,29,0
Indonesia,2020-03-24,30,1
Indonesia,2020-03-25,31,1
Indonesia,2020-03-26,35,4
Indonesia,2020-03-27,46,11
Iran,2020-03-01,175,0
Iran,2020-03-02,291,116
Iran,2020-03-03,291,0
Iran,2020-03-04,552,261
Iran,2020-03-05,739,187
Iran,2020-03-06,913,174
Iran,2020-03-07,1669,756
Iran,2020-03-08,2134,465
Iran,2020-03-09,2394,260
Iran,2020-03-10,2731,337
Iran,2020-03-11,2959,228
Iran,2020-03-12,2959,0
Iran,2020-03-13,2959,0
Iran,2020-03-14,2959,0
Iran,2020-03-15,4590,1631
Iran,2020-03-16,4590,0
Iran,2020-03-17,5389,799
Iran,2020-03-18,5389,0
Iran,2020-03-19,5710,321
Iran,2020-03-20,6745,1035
Iran,2020-03-21,7635,890
Iran,2020-03-22,7931,296
Iran,2020-03-23,7931,0
Iran,2020-03-24,8913,982
Iran,2020-03-25,9625,712
Iran,2020-03-26,10457,832
Iran,2020-03-27,11133,676
Iraq,2020-03-01,0,0
Iraq,2020-03-02,0,0
Iraq,2020-03-03,0,0
Iraq,2020-03-04,0,0
Iraq,2020-03-05,0,0
Iraq,2020-03-06,0,0
Iraq,2020-03-07,0,0
Iraq,2020-03-08,0,0
Iraq,2020-03-09,3,3
Iraq,2020-03-10,3,0
Iraq,2020-03-11,15,12
Iraq,2020-03-12,15,0
Iraq,2020-03-13,24,9
Iraq,2020-03-14,26,2
Iraq,2020-03-15,26,0
Iraq,2020-03-16,26,0
Iraq,2020-03-17,32,6
Iraq,2020-03-18,43,11
Iraq,2020-03-19,43,0
Iraq,2020-03-20,49,6
Iraq,2020-03-21,51,2
Iraq,2020-03-22,57,6
Iraq,2020-03-23,57,0
Iraq,2020-03-24,75,18
Iraq,2020-03-25,103,28
Iraq,2020-03-26,105,2
Iraq,2020-03-27,122,17
Ireland,2020-03-01,0,0
Ireland,2020-03-02,0,0
Ireland,2020-03-03,0,0
Ireland,2020-03-04,0,0
Ireland,2020-03-05,0,0
Ireland,2020-03-06,0,0
Ireland,2020-03-07,0,0
Ireland,2020-03-08,0,0
Ireland,2020-03-09,0,0
Ireland,2020-03-10,0,0
Ireland,2020-03-11,0,0
Ireland,2020-03-12,0,0
Ireland,2020-03-13,0,0
Ireland,2020-03-14,0,0
Ireland,2020-03-15,0,0
Ireland,2020-03-16,0,0
Ireland,2020-03-17,5,5
Ireland,2020-03-18,5,0
Ireland,2020-03-19,5,0
Ireland,2020-03-20,5,0
Ireland,2020-03-21,5,0
Ireland,2020-03-22,5,0
Ireland,2020-03-23,5,0
Ireland,2020-03-24,5,0
Ireland,2020-03-25,5,0
Ireland,2020-03-26,5,0
Ireland,2020-03-27,5,0
Israel,2020-03-01,1,0
Israel,2020-03-02,1,0
Israel,2020-03-03,1,0
Israel,2020-03-04,1,0
Israel,2020-03-05,1,0
Israel,2020-03-06,2,1
Israel,2020-03-07,2,0
Israel,2020-03-08,2,0
Israel,2020-03-09,2,0
Israel,2020-03-10,4,2
Israel,2020-03-11,4,0
Israel,2020-03-12,4,0
Israel,2020-03-13,4,0
Israel,2020-03-14,4,0
Israel,2020-03-15,4,0
Israel,2020-03-16,4,0
Israel,2020-03-17,11,7
Israel,2020-03-18,11,0
Israel,2020-03-19,11,0
Israel,2020-03-20,14,3
Israel,2020-03-21,36,22
Israel,2020-03-22,37,1
Israel,2020-03-23,37,0
Israel,2020-03-24,53,16
Israel,2020-03-25,58,5
Israel,2020-03-26,68,10
Israel,2020-03-27,79,11
Italy,2020-03-01,83,0
Italy,2020-03-02,149,66
Italy,2020-03-03,160,11
Italy,2020-03-04,276,116
Italy,2020-03-05,414,138
Italy,2020-03-06,523,109
Italy,2020-03-07,589,66
Italy,2020-03-08,622,33
Italy,2020-03-09,724,102
Italy,2020-03-10,724,0
Italy,2020-03-11,1045,321
Italy,2020-03-12,1045,0
Italy,2020-03-13,1439,394
Italy,2020-03-14,1966,527
Italy,2020-03-15,2335,369
Italy,2020-03-16,2749,414
Italy,2020-03-17,2941,192
Italy,2020-03-18,4025,1084
Italy,2020-03-19,4440,415
Italy,2020-03-20,4440,0
Italy,2020-03-21,6072,1632
Italy,2020-03-22,7024,952
Italy,2020-03-23,7024,0
Italy,2020-03-24,8326,1302
Italy,2020-03-25,9362,1036
Italy,2020-03-26,10361,999
Italy,2020-03-27,10950,589
Jamaica,2020-03-01,0,0
Jamaica,2020-03-02,0,0
Jamaica,2020-03-03,0,0
Jamaica,2020-03-04,0,0
Jamaica,2020-03-05,0,0
Jamaica,2020-03-06,0,0
Jamaica,2020-03-07,0,0
Jamaica,2020-03-08,0,0
Jamaica,2020-03-09,0,0
Jamaica,2020-03-10,0,0
Jamaica,2020-03-11,0,0
Jamaica,2020-03-12,0,0
Jamaica,2020-03-13,0,0
Jamaica,2020-03-14,0,0
Jamaica,2020-03-15,0,0
Jamaica,2020-03-16,2,2
Jamaica,2020-03-17,2,0
Jamaica,2020-03-18,2,0
Jamaica,2020-03-19,2,0
Jamaica,2020-03-20,2,0
Jamaica,2020-03-21,2,0
Jamaica,2020-03-22,2,0
Jamaica,2020-03-23,2,0
Jamaica,2020-03-24,2,0
Jamaica,2020-03-25,2,0
Jamaica,2020-03-26,2,0
Jamaica,2020-03-27,2,0
Japan,2020-03-01,32,0
Japan,2020-03-02,32,0
Japan,2020-03-03,43,11
Japan,2020-03-04,43,0
Japan,2020-03-05,43,0
Japan,2020-03-06,46,3
Japan,2020-03-07,76,30
Japan,2020-03-08,76,0
Japan,2020-03-09,76,0
Japan,2020-03-10,101,25
Japan,2020-03-11,118,17
Japan,2020-03-12,118,0
Japan,2020-03-13,118,0
Japan,2020-03-14,118,0
Japan,2020-03-15,118,0
Japan,2020-03-16,144,26
Japan,2020-03-17,144,0
Japan,2020-03-18,144,0
Japan,2020-03-19,150,6
Japan,2020-03-20,191,41
Japan,2020-03-21,232,41
Japan,2020-03-22,235,3
Japan,2020-03-23,235,0
Japan,2020-03-24,285,50
Japan,2020-03-25,310,25
Japan,2020-03-26,359,49
Japan,2020-03-27,372,13
Jordan,2020-03-01,0,0
Jordan,2020-03-02,0,0
Jordan,2020-03-03,0,0
Jordan,2020-03-04,0,0
Jordan,2020-03-05,0,0
Jordan,2020-03-06,0,0
Jordan,2020-03-07,0,0
Jordan,2020-03-08,0,0
Jordan,2020-03-09,0,0
Jordan,2020-03-10,0,0
Jordan,2020-03-11,0,0
Jordan,2020-03-12,0,0
Jordan,2020-03-13,1,1
Jordan,2020-03-14,1,0
Jordan,2020-03-15,1,0
Jordan,2020-03-16,1,0
Jordan,2020-03-17,1,0
Jordan,2020-03-18,1,0
Jordan,2020-03-19,1,0
Jordan,2020-03-20,1,0
Jordan,2020-03-21,1,0
Jordan,2020-03-22,1,0
Jordan,2020-03-23,1,0
Jordan,2020-03-24,1,0
Jordan,2020-03-25,1,0
Jordan,2020-03-26,1,0
Jordan,2020-03-27,18,17
Kazakhstan,2020-03-01,0,0
Kazakhstan,2020-03-02,0,0
Kazakhstan,2020-03-03,0,0
Kazakhstan,2020-03-04,0,0
Kazakhstan,2020-03-05,0,0
Kazakhstan,2020-03-06,0,0
Kazakhstan,2020-03-07,0,0
Kazakhstan,2020-03-08,0,0
Kazakhstan,2020-03-09,0,0
Kazakhstan,2020-03-10,0,0
Kazakhstan,2020-03-11,0,0
Kazakhstan,2020-03-12,0,0
Kazakhstan,2020-03-13,0,0
Kazakhstan,2020-03-14,0,0
Kazakhstan,2020-03-15,0,0
Kazakhstan,2020-03-16,0,0
Kazakhstan,2020-03-17,0,0
Kazakhstan,2020-03-18,0,0
Kazakhstan,2020-03-19,0,0
Kazakhstan,2020-03-20,0,0
Kazakhstan,2020-03-21,0,0
Kazakhstan,2020-03-22,0,0
Kazakhstan,2020-03-23,0,0
Kazakhstan,2020-03-24,0,0
Kazakhstan,2020-03-25,0,0
Kazakhstan,2020-03-26,2,2
Kazakhstan,2020-03-27,3,1
Kenya,2020-03-01,0,0
Kenya,2020-03-02,0,0
Kenya,2020-03-03,0,0
Kenya,2020-03-04,0,0
Kenya,2020-03-05,0,0
Kenya,2020-03-06,0,0
Kenya,2020-03-07,0,0
Kenya,2020-03-08,0,0
Kenya,2020-03-09,0,0
Kenya,2020-03-10,0,0
Kenya,2020-03-11,0,0
Kenya,2020-03-12,0,0
Kenya,2020-03-13,0,0
Kenya,2020-03-14,0,0
Kenya,2020-03-15,0,0
Kenya,2020-03-16,0,0
Kenya,2020-03-17,0,0
Kenya,2020-03-18,0,0
Kenya,2020-03-19,0,0
Kenya,2020-03-20,0,0
Kenya,2020-03-21,0,0
Kenya,2020-03-22,0,0
Kenya,2020-03-23,0,0
Kenya,2020-03-24,0,0
Kenya,2020-03-25,1,1
Kenya,2020-03-26,1,0
Kenya,2020-03-27,1,0
"Korea, South",2020-03-01,30,0
"Korea, South",2020-03-02,30,0
"Korea, South",2020-03-03,30,0
"Korea, South",2020-03-04,41,11
"Korea, South",2020-03-05,41,0
"Korea, South",2020-03-06,135,94
"Korea, South",2020-03-07,135,0
"Korea, South",2020-03-08,118,-17
"Korea, South",2020-03-09,118,0
"Korea, South",2020-03-10,247,129
"Korea, South",2020-03-11,288,41
"Korea, South",2020-03-12,333,45
"Korea, South",2020-03-13,510,177
"Korea, South",2020-03-14,510,0
"Korea, South",2020-03-15,510,0
"Korea, South",2020-03-16,1137,627
"Korea, South",2020-03-17,1407,270
"Korea, South",2020-03-18,1540,133
"Korea, South",2020-03-19,1540,0
"Korea, South",2020-03-20,1540,0
"Korea, South",2020-03-21,1540,0
"Korea, South",2020-03-22,2909,1369
"Korea, South",2020-03-23,2909,0
"Korea, South",2020-03-24,3507,598
"Korea, South",2020-03-25,3730,223
"Korea, South",2020-03-26,4144,414
"Korea, South",2020-03-27,4528,384
Kosovo,2020-03-01,0,0
Kosovo,2020-03-02,0,0
Kosovo,2020-03-03,0,0
Kosovo,2020-03-04,0,0
Kosovo,2020-03-05,0,0
Kosovo,2020-03-06,0,0
Kosovo,2020-03-07,0,0
Kosovo,2020-03-08,0,0
Kosovo,2020-03-09,0,0
Kosovo,2020-03-10,0,0
Kosovo,2020-03-11,0,0
Kosovo,2020-03-12,0,0
Kosovo,2020-03-13,0,0
Kosovo,2020-03-14,0,0
Kosovo,2020-03-15,0,0
Kosovo,2020-03-16,0,0
Kosovo,2020-03-17,0,0
Kosovo,2020-03-18,0,0
Kosovo,2020-03-19,0,0
Kosovo,2020-03-20,0,0
Kosovo,2020-03-21,0,0
Kosovo,2020-03-22,0,0
Kosovo,2020-03-23,0,0
Kosovo,2020-03-24,0,0
Kosovo,2020-03-25,0,0
Kosovo,2020-03-26,0,0
Kosovo,2020-03-27,1,1
Kuwait,2020-03-01,0,0
Kuwait,2020-03-02,0,0
Kuwait,2020-03-03,0,0
Kuwait,2020-03-04,0,0
Kuwait,2020-03-05,0,0
Kuwait,2020-03-06,0,0
Kuwait,2020-03-07,0,0
Kuwait,2020-03-08,1,1
Kuwait,2020-03-09,1,0
Kuwait,2020-03-10,1,0
Kuwait,2020-03-11,2,1
Kuwait,2020-03-12,5,3
Kuwait,2020-03-13,5,0
Kuwait,2020-03-14,5,0
Kuwait,2020-03-15,5,0
Kuwait,2020-03-16,9,4
Kuwait,2020-03-17,9,0
Kuwait,2020-03-18,15,6
Kuwait,2020-03-19,18,3
Kuwait,2020-03-20,18,0
Kuwait,2020-03-21,27,9
Kuwait,2020-03-22,27,0
Kuwait,2020-03-23,27,0
Kuwait,2020-03-24,39,12
Kuwait,2020-03-25,43,4
Kuwait,2020-03-26,49,6
Kuwait,2020-03-27,57,8
Kyrgyzstan,2020-03-01,0,0
Kyrgyzstan,2020-03-02,0,0
Kyrgyzstan,2020-03-03,0,0
Kyrgyzstan,2020-03-04,0,0
Kyrgyzstan,2020-03-05,0,0
Kyrgyzstan,2020-03-06,0,0
Kyrgyzstan,2020-03-07,0,0
Kyrgyzstan,2020-03-08,0,0
Kyrgyzstan,2020-03-09,0,0
Kyrgyzstan,2020-03-10,0,0
Kyrgyzstan,2020-03-11,0,0
Kyrgyzstan,2020-03-12,0,0
Kyrgyzstan,2020-03-13,0,0
Kyrgyzstan,2020-03-14,0,0
Kyrgyzstan,2020-03-15,0,0
Kyrgyzstan,2020-03-16,0,0
Kyrgyzstan,2020-03-17,0,0
Kyrgyzstan,2020-03-18,0,0
Kyrgyzstan,2020-03-19,0,0
Kyrgyzstan,2020-03-20,0,0
Kyrgyzstan,2020-03-21,0,0
Kyrgyzstan,2020-03-22,0,0
Kyrgyzstan,2020-03-23,0,0
Kyrgyzstan,2020-03-24,0,0
Kyrgyzstan,2020-03-25,0,0
Kyrgyzstan,2020-03-26,0,0
Kyrgyzstan,2020-03-27,0,0
Laos,2020-03-01,0,0
Laos,2020-03-02,0,0
Laos,2020-03-03,0,0
Laos,2020-03-04,0,0
Laos,2020-03-05,0,0
Laos,2020-03-06,0,0
Laos,2020-03-07,0,0
Laos,2020-03-08,0,0
Laos,2020-03-09,0,0
